Date,Open,High,Low,Close,Volume,Adj Close
1996-09-03,38.50,39.00,33.625,36.00,9007300,0.944915
1996-08-01,29.625,40.25,29.375,38.50,15860200,1.008652
1996-07-01,35.00,35.375,28.375,29.50,11666900,0.772863
1996-06-03,39.25,42.00,30.625,34.75,22686700,0.910407
1996-05-01,34.625,42.25,33.875,39.25,19649700,1.026386
1996-04-01,24.75,35.625,24.75,34.50,18618900,0.902174
1996-03-01,24.50,27.50,24.25,25.125,12892900,0.657018
1996-02-01,19.875,24.50,19.875,24.50,17137700,0.638947
1996-01-02,19.125,20.50,18.375,20.00,6587400,0.52159
1995-12-01,19.125,21.50,18.125,19.125,7637400,0.49877
1995-11-01,15.75,19.75,15.625,19.125,11173900,0.497201
1995-10-02,15.50,17.00,15.375,15.6875,8586700,0.407835
1995-09-01,16.00,16.50,15.50,15.75,10363300,0.40946
1995-08-01,12.125,16.125,11.75,16.00,14733700,0.414419
1995-07-03,11.75,12.625,11.50,12.1875,3957200,0.315671
1995-06-01,10.625,12.00,10.625,11.75,3500500,0.304339
1995-05-01,9.625,10.875,9.625,10.625,10053600,0.273745
1995-04-03,11.125,11.125,9.50,9.75,4062600,0.251201
1995-03-01,11.50,12.125,10.75,11.00,3935400,0.283406
1995-02-01,10.75,12.25,10.375,11.6875,8634700,0.299594
1995-01-03,11.25,11.75,10.375,10.75,5873300,0.275562
1994-12-01,13.75,13.75,10.75,11.25,4606600,0.288379
1994-11-01,14.125,14.50,13.00,13.75,4204600,0.351172
1994-10-03,14.625,15.125,13.50,13.875,3938100,0.354364
1994-09-01,15.875,17.00,14.625,14.625,4066200,0.373519
1994-08-01,15.00,16.375,14.875,16.25,2750000,0.413685
1994-07-01,14.375,15.875,14.375,15.125,3031500,0.385045
1994-06-01,13.50,14.625,13.125,14.625,3855200,0.372316
1994-05-02,16.875,17.125,13.0625,13.375,7509400,0.33928
1994-04-04,15.125,17.75,14.875,16.875,9715200,0.428064
1994-03-01,14.375,16.625,14.375,15.25,6688000,0.386843
1994-02-01,13.125,15.875,13.00,14.625,5712800,0.369794
1994-01-03,13.25,14.00,12.25,13.25,7300200,0.335027
1993-12-01,18.00,18.00,12.75,13.00,10652500,0.328706
1993-11-01,15.75,18.375,15.50,17.875,10247100,0.45197
1993-10-01,14.00,15.875,13.625,15.625,9312100,0.395079
1993-09-01,13.875,15.125,13.25,13.875,6467200,0.35083
1993-08-02,13.50,14.50,13.00,13.875,10680100,0.35083
1993-07-01,15.25,15.625,12.75,13.75,7299800,0.347669
1993-06-01,13.50,15.50,13.25,15.25,8958100,0.385597
1993-05-03,16.25,16.375,12.625,13.50,17640100,0.341348
1993-04-01,19.75,20.00,14.875,16.25,10917900,0.410882
1993-03-01,20.125,22.75,19.00,20.00,8236600,0.505701
1993-02-01,22.00,24.00,18.625,20.00,8075400,0.505701
1993-01-04,19.875,23.50,19.75,22.125,15227600,0.559432
1992-12-01,20.375,20.375,17.25,20.00,8891200,0.505701
1992-11-02,17.375,21.375,16.625,20.25,9776800,0.512022
1992-10-01,12.625,17.50,11.375,17.375,11261300,0.439328
1992-09-01,14.625,15.25,12.375,12.75,6061500,0.322384
1992-08-03,14.00,14.875,13.00,14.875,4856900,0.376115
1992-07-01,13.50,14.00,10.875,13.75,8106700,0.347669
1992-06-01,14.75,15.125,12.375,13.875,9094900,0.35083
1992-05-01,15.875,17.50,12.875,14.375,11280100,0.363472
1992-04-01,17.375,18.50,14.125,15.875,4946100,0.4014
1992-03-02,20.00,20.375,16.50,17.625,4652200,0.445649
1992-02-03,21.125,23.00,18.50,20.25,7128700,0.512022
1992-01-02,16.50,21.50,16.00,21.50,10248100,0.543628
1991-12-02,14.75,17.00,14.25,16.25,7092500,0.410882
1991-11-01,15.25,18.375,14.375,14.75,9817100,0.372954
1991-10-01,14.875,15.75,12.625,15.25,7147900,0.385597
1991-09-03,17.00,17.50,14.50,14.875,7072400,0.376115
1991-08-01,14.00,18.25,14.00,17.00,10016700,0.429846
1991-07-01,13.125,15.875,13.00,14.00,11128800,0.353991
1991-06-03,13.00,13.75,11.875,13.125,10027600,0.331866
1991-05-01,8.375,13.00,8.375,13.00,13794600,0.328706
1991-04-01,8.625,9.125,8.125,8.375,3033000,0.211762
1991-03-01,7.75,9.25,7.375,8.625,4905100,0.218083
1991-02-01,6.375,7.625,6.25,7.50,3647300,0.189638
1991-01-02,5.875,7.25,4.8125,6.25,3410000,0.158032
1990-12-03,5.625,7.25,5.25,6.00,3529900,0.15171
1990-11-01,4.50,5.875,4.375,5.50,3900400,0.139068
1990-10-01,5.00,6.00,4.375,4.50,2758400,0.113783
1990-09-04,8.25,8.50,4.50,5.00,4617600,0.126425
1990-08-01,10.25,10.25,7.75,8.375,3253800,0.211762
1990-07-02,11.375,11.875,10.00,10.125,3525400,0.256011
1990-06-01,11.125,11.875,9.75,11.375,3385900,0.287617
1990-05-01,10.625,12.25,8.25,10.875,9223100,0.274975
1990-04-02,13.75,14.50,9.75,10.375,6486800,0.262332
1990-03-01,11.50,14.50,11.375,13.875,5054800,0.35083
1990-02-01,12.125,12.50,10.00,11.625,5690200,0.293939
1990-01-02,14.25,14.625,11.25,12.00,6749000,0.30342
